descricao,preco,ano,km_rodado,localizacao
Hyundai Hb20s 1.6 Comfort Plus Flex 4p,48.000,2014,106.952 Km,Conceição dos Ouros
Jeep Compass 2.0 S 4x4 Aut. 5p,128.900,2019,106.952 Km,Conceição dos Ouros
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual,28.900,2012,106.952 Km,Conceição dos Ouros
Volkswagen Polo Track 1.0 Flex 12v 5p,75.990,2024,106.952 Km,Conceição dos Ouros
Volkswagen Polo Track 1.0 Flex 12v 5p,75.990,2024,106.952 Km,Conceição dos Ouros
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,46.700,2017,106.952 Km,Conceição dos Ouros
Hyundai Hb20 1.0 Limited Flex 5p,69.900,2023,106.952 Km,Conceição dos Ouros
Fiat Strada 1.4 Endurance Cab. Cs Plus Flex 2p,74.900,2022,106.952 Km,Conceição dos Ouros
Ford Ka 1.0 Ti-vct Flex Se Plus Sedan Manual,42.990,2020,106.952 Km,Conceição dos Ouros
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,106.952 Km,Conceição dos Ouros
Citroën C3 Feel Pack 1.6,80.730,2023,106.952 Km,Conceição dos Ouros
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p,105.900,2020,106.952 Km,Conceição dos Ouros
Mercedes-benz Classe Gla 2.0 Amg 4matic 5p,179.000,2016,106.952 Km,Conceição dos Ouros
Peugeot 208 1.2 Active Pack Flex 5p,48.900,2019,106.952 Km,Conceição dos Ouros
Chevrolet Celta 1.0 Lt Flex Power 5p,33.900,2013,106.952 Km,Conceição dos Ouros
Ford Ka 1.0 Flex 3p,20.900,2011,106.952 Km,Conceição dos Ouros
Honda Hr-v 1.8 16v Flex Ex 4p Automático,84.900,2016,106.952 Km,Conceição dos Ouros
Volkswagen Gol 1.0 12v Total Flex 5p,48.900,2020,106.952 Km,Conceição dos Ouros
Renault Clio 1.0 16v Campus Hi-flex 5p,19.900,2012,178.505 Km,Alto São João - Montes Claros
Chevrolet Onix 1.0 Joy 5p,46.900,2018,178.505 Km,Alto São João - Montes Claros
Volkswagen Fox Volkswagen Vw/novo Fox Cl Mb,38.900,2015,178.505 Km,Alto São João - Montes Claros
Toyota Etios Toyota Etios X 1.3 (flex),39.900,2014,178.505 Km,Alto São João - Montes Claros
Renault Sandero 1.0 Life 12v 5p,47.800,2020,178.505 Km,Alto São João - Montes Claros
Fiat Cronos 1.3 8v Flex,72.980,2022,178.505 Km,Alto São João - Montes Claros
Chevrolet Tracker 1.4 Lt Turbo Aut. 5p,79.900,2017,178.505 Km,Alto São João - Montes Claros
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual,31.900,2010,178.505 Km,Alto São João - Montes Claros
Land Rover Evoque 2.0 Si4 Dynamic 5p,135.990,2015,178.505 Km,Alto São João - Montes Claros
Fiat Mobi Like 1.0 (flex),50.230,2021,178.505 Km,Alto São João - Montes Claros
Jeep Compass Longitude 1.3 T270 (aut) (flex),136.970,2022,178.505 Km,Alto São João - Montes Claros
Ford Fiesta 1.5 S Hatch 16v Flex 4p Manual,42.990,2015,178.505 Km,Alto São João - Montes Claros
Volkswagen Spacefox 1.6 Trendline Total Flex 8v 5p,51.890,2018,178.505 Km,Alto São João - Montes Claros
Fiat Punto 1.4 Attractive Flex 5p,38.900,2013,178.505 Km,Alto São João - Montes Claros
Hyundai Hb20s Hb20s Vision 1.0 Mt,70.900,2022,178.505 Km,Alto São João - Montes Claros
Volkswagen Fox 1.6 Connect Total Flex 5p,51.900,2018,178.505 Km,Alto São João - Montes Claros
Renault Captur 1.6 16v Sce Flex Intense X-tronic,74.700,2019,178.505 Km,Alto São João - Montes Claros
Volkswagen Gol 1.6,35.900,2013,178.505 Km,Alto São João - Montes Claros
Hyundai Hb20 Hb20 1.0 Comfort,48.900,2018,178.505 Km,Alto São João - Montes Claros
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v,30.990,2013,178.505 Km,Alto São João - Montes Claros
Fiat Bravo 1.8 Essence 16v Flex 4p Automático,34.990,2012,178.505 Km,Alto São João - Montes Claros
Fiat Uno 1.0 Way Celeb. Evo Fire Flex 8v 5p,31.900,2013,178.505 Km,Alto São João - Montes Claros
Fiat Grand Siena 1.6 Mpi Essence 16v Flex 4p Automatizado,46.900,2016,178.505 Km,Alto São João - Montes Claros
Mercedes-benz Glc 250 2.0 Cgi Gasolina Sport 4matic 9g-tronic,204.990,2018,178.505 Km,Alto São João - Montes Claros
Volkswagen T-cross Highline 1.4 Tsi Flex 16v 5p Aut,109.890,2020,178.505 Km,Alto São João - Montes Claros
Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p,82.900,2014,178.505 Km,Alto São João - Montes Claros
Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual,26.900,2011,178.505 Km,Alto São João - Montes Claros
Citroën C3 1.6 Vti 16v Exclusive Flex 5p,35.900,2013,178.505 Km,Alto São João - Montes Claros
Chevrolet Tracker Midnight 1.4 Turbo Flex Aut,92.900,2019,178.505 Km,Alto São João - Montes Claros
Peugeot 308 1.6 Allure Thp 16v Gasolina 4p Manual,52.900,2016,178.505 Km,Alto São João - Montes Claros
Peugeot 3008 1.6 Allure Thp Aut. 5p,127.900,2020,178.505 Km,Alto São João - Montes Claros
Volkswagen T-cross T Cross Hl Tsi Ae,107.990,2020,178.505 Km,Alto São João - Montes Claros
Volkswagen Polo Track 1.0 Flex 12v 5p,75.990,2024,178.505 Km,Alto São João - Montes Claros
Fiat Uno 1.0 Evo Vivace 8v Flex 4p Manual,27.900,2016,178.505 Km,Alto São João - Montes Claros
Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual,28.990,2012,178.505 Km,Alto São João - Montes Claros
Fiat Uno 1.0 Evo Way 8v Flex 4p Manual,38.990,2015,178.505 Km,Alto São João - Montes Claros
Volkswagen Voyage 1.0 Mi 8v Flex 4p Manual,30.900,2012,178.505 Km,Alto São João - Montes Claros
Ford Ka 1.0 Ti-vct Flex Se Sedan Manual,41.900,2020,178.505 Km,Alto São João - Montes Claros
Ford Ka 1.0 Se/se Plus Tivct Flex 5p,47.900,2019,178.505 Km,Alto São João - Montes Claros
Ford Fusion 2.5l I-vct Flex Aut.,64.980,2013,178.505 Km,Alto São João - Montes Claros
Volkswagen Gol 1.6 Msi Total Flex 5p,50.000,2019,178.505 Km,Alto São João - Montes Claros
Porsche Macan 2.0 16v Gasolina 4p Automático,275.990,2018,178.505 Km,Alto São João - Montes Claros
Honda City 1.5 Exl Flex Aut. 4p,45.900,2010,178.505 Km,Alto São João - Montes Claros
Chevrolet Cruze 1.8 Lt 16v Flex 4p Automático,54.000,2013,178.505 Km,Alto São João - Montes Claros
Fiat Uno 1.0 Evo Vivace 8v Flex 4p Manual,33.900,2013,178.505 Km,Alto São João - Montes Claros
Jeep Renegade Jeep Renegade Sport 1.8 4x2 (aut) (flex),68.900,2016,178.505 Km,Alto São João - Montes Claros
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático,109.900,2016,178.505 Km,Alto São João - Montes Claros
Honda Hr-v 1.8 16v Flex Exl 4p Automático,89.900,2016,178.505 Km,Alto São João - Montes Claros
Hyundai Tucson 1.6 16v T-gdi Gasolina Gls Ecoshift,109.900,2019,90.000 Km,São Benedito - Uberaba
Honda City 1.5 Lx Flex Aut. 4p,64.900,2015,90.000 Km,São Benedito - Uberaba
Hyundai Hb20s 1.0 12v Flex Vision Manual,66.700,2020,90.000 Km,São Benedito - Uberaba
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.vi,36.900,2015,90.000 Km,São Benedito - Uberaba
Nissan Versa S 1.6 16v Flexstart 4p Mec.,54.900,2019,90.000 Km,São Benedito - Uberaba
Volkswagen Gol 1.0 Mi 8v Flex 2p Manual G.iv,31.900,2011,90.000 Km,São Benedito - Uberaba
Volkswagen Gol 1.6 Msi Trendline Total Flex 5p,44.900,2016,90.000 Km,São Benedito - Uberaba
Renault Logan 1.0 Expression 16v Flex 4p Manual,25.900,2013,90.000 Km,São Benedito - Uberaba
Jeep Compass 2.0 16v Diesel Longitude 4x4 Automático,113.900,2018,90.000 Km,São Benedito - Uberaba
Peugeot 308 1.6 Allure 16v Flex 4p Manual,38.999,2013,90.000 Km,São Benedito - Uberaba
Peugeot 208 1.6 Griffe 16v Flex 4p Automático,46.900,2015,90.000 Km,São Benedito - Uberaba
Renault Captur Intense 1.6 16v Flex 5p Aut.,72.980,2018,90.000 Km,São Benedito - Uberaba
Renault Logan 1.6 16v Sce Flex Expression Manual,46.990,2020,90.000 Km,São Benedito - Uberaba
Hyundai Hb20s 1.0 Comfort Flex 4p,72.900,2023,90.000 Km,São Benedito - Uberaba
Chevrolet Prisma 1.4 Mpfi Ltz 8v Flex 4p Manual,62.900,2017,90.000 Km,São Benedito - Uberaba
Volkswagen Gol 1.0 Tec Total Flex 5p,33.900,2014,90.000 Km,São Benedito - Uberaba
Renault Sandero Renault Sandero Expression 1.6 8v (flex),32.900,2014,90.000 Km,São Benedito - Uberaba
Hyundai Hb20s Hb20s C.plus/c.style1.0 Flex 12v Mec. 4p,46.990,2015,90.000 Km,São Benedito - Uberaba
Chevrolet Prisma 1.0 Lt 4p,39.900,2013,90.000 Km,São Benedito - Uberaba
Volkswagen T-cross 1.4 Highline 250 Tsi Aut. 5p,106.900,2020,90.000 Km,São Benedito - Uberaba
Chevrolet Astra Sedan 2.0 Advantage Flex Power 4p,29.000,2011,90.000 Km,São Benedito - Uberaba
Honda City 1.5 Lx Flex Aut. 4p,43.300,2011,90.000 Km,São Benedito - Uberaba
Fiat Punto 1.6 Essence 16v Flex 4p Manual,43.990,2015,90.000 Km,São Benedito - Uberaba
Chevrolet Cruze 1.8 Lt 16v Flex 4p Automático,69.990,2016,90.000 Km,São Benedito - Uberaba
Chevrolet Onix 1.0 Ls 5p,44.900,2015,90.000 Km,São Benedito - Uberaba
Chevrolet Onix 1.0 Lt 5p,44.900,2016,90.000 Km,São Benedito - Uberaba
Ford Ka 1.0 Ti-vct Flex Se Manual,46.900,2019,90.000 Km,São Benedito - Uberaba
Chevrolet Onix Plus 1.0 Lt 4p,62.000,2020,90.000 Km,São Benedito - Uberaba
Jeep Compass 2.0 Longitude Flex Aut. 5p,99.800,2019,90.000 Km,São Benedito - Uberaba
Fiat Punto 1.4 Attractive Flex 5p,31.700,2011,90.000 Km,São Benedito - Uberaba
Jeep Wrangler 2.0 Turbo Gasolina Unlimited Overland 4p 4x4 At8,329.990,2020,90.000 Km,São Benedito - Uberaba
Fiat Strada 1.4 Working Flex 2p,57.900,2019,90.000 Km,São Benedito - Uberaba
Volkswagen Voyage 1.0 Mi 8v Flex 4p Manual,31.900,2010,90.000 Km,São Benedito - Uberaba
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático,109.990,2020,90.000 Km,São Benedito - Uberaba
Jeep Renegade 1.8 16v Flex Sport 4p Automático,65.900,2016,90.000 Km,São Benedito - Uberaba
Renault Captur Zen 1.6 16v Flex 5p Aut.,72.900,2018,90.000 Km,São Benedito - Uberaba
Jeep Renegade Sport 2.0 4x4 Tb Diesel Aut.,84.900,2016,90.000 Km,São Benedito - Uberaba
Jeep Renegade 1.8 16v Flex Limited 4p Automático,83.900,2017,90.000 Km,São Benedito - Uberaba
Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual,30.990,2014,90.000 Km,São Benedito - Uberaba
Nissan Versa 1.6 16v Flexstart Sv 4p Manual,48.990,2019,90.000 Km,São Benedito - Uberaba
Ford Ecosport 1.5 Freestyle Flex 5p,72.900,2018,90.000 Km,São Benedito - Uberaba
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,54.900,2019,90.000 Km,São Benedito - Uberaba
Volkswagen Up! 1.0 Tsi Move 5p,48.900,2016,90.000 Km,São Benedito - Uberaba
Fiat Argo 1.0 Drive Flex 5p,54.900,2020,90.000 Km,São Benedito - Uberaba
Ford Ka 1.0 Flex 3p,21.200,2011,90.000 Km,São Benedito - Uberaba
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,90.000 Km,São Benedito - Uberaba
Chevrolet Onix 1.4 Mpfi Ltz 8v Flex 4p Manual,54.900,2016,90.000 Km,São Benedito - Uberaba
Ford Ka+ 1.5 Se Flex 4p,48.750,2019,90.000 Km,São Benedito - Uberaba
Hyundai Tucson 1.6 Gls Turbo Gdi Aut. 5p,102.900,2018,85.136 Km,Juiz de Fora
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual,47.900,2020,85.136 Km,Juiz de Fora
Fiat Uno 1.0 Fire Flex Attractive Manual,41.890,2020,85.136 Km,Juiz de Fora
Kia Sorento 3.5 V6 Ex 7l 4x4 Aut. 5p,91.900,2015,85.136 Km,Juiz de Fora
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual,35.900,2015,85.136 Km,Juiz de Fora
Mitsubishi Outlander 2.0 5p,70.900,2015,85.136 Km,Juiz de Fora
Renault Kwid Zen 10mt,47.900,2020,85.136 Km,Juiz de Fora
Volkswagen Voyage 1.6 Vht Trend Total Flex 4p,34.500,2013,85.136 Km,Juiz de Fora
Jeep Renegade Longitude 2.0 Tb Diesel 4x4 Aut,85.900,2016,85.136 Km,Juiz de Fora
Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático,84.990,2018,85.136 Km,Juiz de Fora
Ford Fiesta 1.6 Fly Flex 5p,28.900,2011,85.136 Km,Juiz de Fora
Peugeot 208 1.5 Active Pack 8v Flex 4p Manual,34.900,2015,85.136 Km,Juiz de Fora
Volkswagen Up! 1.0 Take 5p,47.900,2018,85.136 Km,Juiz de Fora
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,85.136 Km,Juiz de Fora
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático,112.990,2017,85.136 Km,Juiz de Fora
Land Rover Range Rover Evoque 2.0 Se Dynamic 4wd 16v Gasolina 4p Automático,104.900,2016,85.136 Km,Juiz de Fora
Hyundai Hb20 1.6 Comfort Plus Flex Aut. 5p,55.900,2015,85.136 Km,Juiz de Fora
Honda Hr-v 1.8 16v Flex Exl 4p Automático,109.900,2019,85.136 Km,Juiz de Fora
Chevrolet Agile 1.4 Ltz 5p,33.900,2011,85.136 Km,Juiz de Fora
Ford Ka 1.0 Ti-vct Flex Se Manual,49.900,2019,85.136 Km,Juiz de Fora
Chevrolet Cobalt 1.8 8v Econo.flex Aut. 4p,69.900,2020,85.136 Km,Juiz de Fora
Ford Fiesta 1.6 Fly Flex 5p,28.000,2010,85.136 Km,Juiz de Fora
Chevrolet Agile 1.4 Ltz 5p,28.000,2010,85.136 Km,Juiz de Fora
Jeep Compass 2.0 16v Flex Longitude Automático,99.900,2019,85.136 Km,Juiz de Fora
Fiat Mobi Like,47.890,2020,85.136 Km,Juiz de Fora
Nissan Sentra 2.0 S Flex Aut. 4p,30.000,2012,85.136 Km,Juiz de Fora
Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático,96.900,2017,85.136 Km,Juiz de Fora
Jeep Renegade 1.8 Longitude Flex Aut. 5p,78.000,2018,85.136 Km,Juiz de Fora
Volkswagen Up! 1.0 Move 3p,38.000,2016,85.136 Km,Juiz de Fora
Volkswagen Tiguan 1.4 250 Tsi Total Flex Allspace Tiptronic,119.900,2020,85.136 Km,Juiz de Fora
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático,102.900,2020,85.136 Km,Juiz de Fora
Fiat Argo 1.0 Drive Flex 5p,53.000,2018,85.136 Km,Juiz de Fora
Nissan March 1.6 Sv 16v Flex 4p Manual,49.900,2016,85.136 Km,Juiz de Fora
Fiat Strada Endurance 1.4 Cs,78.170,2023,85.136 Km,Juiz de Fora
Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático,93.900,2019,85.136 Km,Juiz de Fora
Volkswagen Polo Track 1.0 Flex 12v 5p,75.990,2024,85.136 Km,Juiz de Fora
Nissan Kicks 1.6 16v Sl Aut. 5p,84.900,2017,85.136 Km,Juiz de Fora
Fiat Grand Siena 1.4 Mpi Attractive 8v Flex 4p Manual,45.800,2019,85.136 Km,Juiz de Fora
Jeep Renegade 2.0 Longitude 4x4 Aut. 5p,92.000,2018,85.136 Km,Juiz de Fora
Renault Sandero Stepway Hi-flex 1.6 16v 5p,32.900,2011,85.136 Km,Juiz de Fora
Fiat Argo Drive 1.0 6v Flex,64.980,2023,85.136 Km,Juiz de Fora
Land Rover Range Rover Evoque 2.0 Dynamic 4wd 16v Gasolina 4p Automático,120.000,2015,85.136 Km,Juiz de Fora
Bmw X3 2.0 Xdrive20i 5p (br),120.000,2016,85.136 Km,Juiz de Fora
Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual,32.990,2012,85.136 Km,Juiz de Fora
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,85.136 Km,Juiz de Fora
Volkswagen Fox 1.0 Vht Trend Total Flex 5p,30.900,2011,85.136 Km,Juiz de Fora
Mercedes-benz Classe Gla 1.6 Vision Turbo 5p,115.900,2015,85.136 Km,Juiz de Fora
Chevrolet Celta 1.0 Mpfi Lt 8v Flex 4p Manual,29.900,2014,85.136 Km,Juiz de Fora
Chevrolet Sonic 1.6 16v Lt 5p,40.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Citroën C3 1.5 Tendance 8v Flex 4p Manual,36.900,2015,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Gol 1.0 Mi Special 8v Flex 4p Manual,45.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Mitsubishi Asx 2.0 4x4 Awd 16v Gasolina 4p Automático,78.900,2015,85.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Punto 1.4 Attractive 8v Flex 4p Manual,49.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Fiesta 1.0 Rocam Se 8v Flex 4p Manual,35.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka Se 1.0 Ha C,44.590,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Focus 2.0 Se Plus 16v Flex 4p Powershift,63.990,2017,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Classic 1.0 Ls Flex Power 4p,31.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático,106.900,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Kia Sportage 2.0 Lx 4x2 Flex Aut. (new) 5p,102.900,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Hse 4p Automático,139.990,2018,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Fox 1.6 Msi Comfortline 8v Flex 4p Manual,49.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka Ford Ka Sedan Se 1.5 12v (flex),54.900,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Peugeot 308 1.6 Active Flex 5p,33.000,2013,85.000 Km,Coração Eucarístico - Belo Horizonte
Toyota Corolla Xei 2.0 Flex 16v Aut.,99.890,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Citroën C3 1.5 Tendance 8v Flex 4p Manual,38.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Hb20 1.6 Comfort Plus Flex 5p,51.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka 1.0 Se Plus Flex 5p,49.900,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg,179.990,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Joy 5p,50.900,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Celta 1.0 Lt Flex Power 5p,31.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático,109.900,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual,47.900,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Honda City 1.5 Ex Flex Aut. 4p,49.900,2013,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Gol 1.0 Ecomotion(g4) (flex) 4p,31.900,2013,85.000 Km,Coração Eucarístico - Belo Horizonte
Mercedes-benz Classe C C200,207.900,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Honda Hr-v 1.8 16v Flex Lx 4p Automático,80.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático,113.990,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Renault Sandero Expr 16,39.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual,38.900,2015,85.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual,47.900,2017,85.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Strada Adv.ext./ Ext. 1.8 Locker Flex Cd,65.980,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Renegade 1.8 16v Flex Limited 4p Automático,89.900,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Voyage 1.6 Msi Totalflex 4p Manual,55.990,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Hb20 1.0 Unique 12v Flex 4p Manual,54.890,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Hb20s Evolution 1.0 Flex 12v Mec.,69.980,2022,85.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Up! Xtreme 1.0 Tsi Total Flex 12v 5p,66.980,2020,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual,50.900,2019,85.000 Km,Coração Eucarístico - Belo Horizonte
Mercedes-benz Classe Cla 1.6 Turbo Flex 4p,118.900,2018,85.000 Km,Coração Eucarístico - Belo Horizonte
Mercedes-benz Gla 200 Advance 1.6/1.6 Tb 16v Flex Aut.,103.900,2015,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Celta 1.0 Lt Flex Power 5p,32.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Palio 1.0 Fire Celebration 8v  4p Flex Manual,25.900,2014,85.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Palio 1.0 Fire Celebration Flex 5p,23.500,2009,85.000 Km,Coração Eucarístico - Belo Horizonte
Toyota Etios 1.5 16v Xls 4p,43.900,2013,85.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p,85.900,2016,85.000 Km,Coração Eucarístico - Belo Horizonte
Nissan Versa 1.6 16v Sv Aut. 4p,55.900,2018,85.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Classic 1.0 Ls Flex Power 4p,25.900,2011,85.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Hb20s Limited 1.0  Flex 12v Mec.,77.980,2023,43.626 Km,Uberlândia
Fiat Uno 1.0 Attractive Flex 5p,39.500,2016,43.626 Km,Uberlândia
Chery Qq 1.0 Mpfi Act 12v Flex 4p Manual,36.990,2019,43.626 Km,Uberlândia
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático,106.900,2020,43.626 Km,Uberlândia
Jeep Compass Longitude D,117.990,2019,43.626 Km,Uberlândia
Fiat Mobi Like 1.0 Fire Flex 5p.,52.980,2022,43.626 Km,Uberlândia
Ford Ecosport 1.5 Ti-vct Flex Se Automático,75.900,2020,43.626 Km,Uberlândia
Fiat Freemont 2.4 Precision 5p,51.000,2012,43.626 Km,Uberlândia
Ford Ka 1.0 Se Flex 5p,42.900,2018,43.626 Km,Uberlândia
Fiat Uno Vivace 1.0 4p,32.700,2015,43.626 Km,Uberlândia
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático,97.900,2020,43.626 Km,Uberlândia
Ford Ka 1.5 Ti-vct Flex Se Manual,51.900,2019,43.626 Km,Uberlândia
Ford Ka 1.5 Sigma Flex Se Plus Manual,49.990,2018,43.626 Km,Uberlândia
Chevrolet S-10 Ls 4x4 A Diesel,149.900,2022,43.626 Km,Uberlândia
Bmw X1 Bmw X1 2.0 Sdrive20i Gp Activeflex,114.900,2017,43.626 Km,Uberlândia
Volkswagen Gol 1.0 12v Trendline Total Flex 5p,46.900,2018,43.626 Km,Uberlândia
Ford Ecosport 1.5 Ti-vct Flex Freestyle Automático,72.990,2020,43.626 Km,Uberlândia
Fiat Uno 1.0 Way Flex 5p,30.900,2012,43.626 Km,Uberlândia
Mercedes-benz Ml 350 3.0 Bluetec V6 Diesel 4p Automático,114.900,2015,43.626 Km,Uberlândia
Fiat Palio 1.0 Attractive Flex 5p,37.900,2015,43.626 Km,Uberlândia
Nissan Kicks 1.6 16v Flexstart Sv 4p Xtronic,83.990,2020,43.626 Km,Uberlândia
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg,159.700,2019,43.626 Km,Uberlândia
Honda Hr-v 1.8 16v Flex Ex 4p Automático,105.900,2020,43.626 Km,Uberlândia
Chevrolet Onix 1.0 Turbo Flex Plus Lt Automático,85.850,2023,43.626 Km,Uberlândia
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,43.626 Km,Uberlândia
Chevrolet Prisma 1.0 Joy 4p,49.900,2018,43.626 Km,Uberlândia
Fiat Punto Essence 1.6,43.900,2015,43.626 Km,Uberlândia
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual,30.990,2011,43.626 Km,Uberlândia
Hyundai Hb20x Style 1.6 Flex 16v Mec.,53.900,2015,43.626 Km,Uberlândia
Peugeot 308 1.6 Allure 16v Flex 4p Manual,38.990,2013,43.626 Km,Uberlândia
Ford Ka 1.0 Ti-vct Flex Se Manual,48.900,2019,43.626 Km,Uberlândia
Chery Chery Qq 1.0 Act Flex 5p,29.900,2018,43.626 Km,Uberlândia
Honda Hr-v 1.8 Ex Flex Aut. 5p,93.900,2018,43.626 Km,Uberlândia
Renault Sandero 1.0 12v Sce Flex Life Manual,49.690,2020,43.626 Km,Uberlândia
Volkswagen Gol Novo  1.6 Power,49.000,2020,43.626 Km,Uberlândia
Fiat Grand Siena 1.4 Attractive Flex 4p,46.900,2013,43.626 Km,Uberlândia
Land Rover Range Rover Sport 3.0 Se 4x4 V6 24v Biturbo Diesel 4p Automático,219.900,2016,43.626 Km,Uberlândia
Chevrolet Prisma 1.4 Mpfi Ltz 8v Flex 4p Manual,65.900,2018,43.626 Km,Uberlândia
Hyundai Creta 2.0 16v Flex Prestige Automático,107.900,2020,43.626 Km,Uberlândia
Chevrolet Corvette 6.2 Stingray Targa V8 Gasolina 2p Automático,690.000,2014,43.626 Km,Uberlândia
Renault Duster 1.6 16v Dakar Hi-flex 5p,56.900,2016,43.626 Km,Uberlândia
Hyundai Hb20s 1.0 Comfort Plus 12v Flex 4p Manual,67.900,2018,43.626 Km,Uberlândia
Fiat Mobi 1.0 Like Flex 5p,46.900,2019,43.626 Km,Uberlândia
Ford Ecosport 2.0 Freestyle 16v Flex 4p Automático,55.900,2015,43.626 Km,Uberlândia
Fiat Cronos 1.8 E.torq Flex Precision Manual,69.990,2019,43.626 Km,Uberlândia
Bmw X5 3.0 Full 4x4 35i 6 Cilindros 24v Gasolina 4p Automático,175.990,2017,43.626 Km,Uberlândia
Jeep Compass Longitude 2.0 Flex Aut,93.900,2018,43.626 Km,Uberlândia
